age,gender,category,purchase_amount,location,size,season,review_rating,subscription,payment_method,shipping_type,discount_apply,previous_purchase,preffered_payment,freq_purchase,cluster
30,Male,Clothing,71.0,Midwest,S,Summer,4.4,No,Bank Transfer,Standard,No,15.0,Cash,Monthly,0
23,Male,Clothing,69.0,West,XL,Spring,3.4,No,PayPal,2-Day Shipping,No,30.0,PayPal,Bi-Weekly,1
69,Male,Clothing,47.0,Northeast,M,Winter,4.7,No,Venmo,Standard,No,30.0,Cash,Every 3 Months,2
29,Male,Clothing,50.0,West,L,Summer,2.9,No,Cash,Express,No,16.0,Debit Card,Bi-Weekly,3
54,Male,Clothing,96.0,Southeast,L,Winter,3.4,No,Cash,2-Day Shipping,No,14.0,PayPal,Every 3 Months,0
45,Male,Clothing,39.0,Southeast,M,Winter,3.2,No,Venmo,Free Shipping,No,8.0,Venmo,Quarterly,3
25,Male,Clothing,84.0,Northeast,S,Winter,2.8,No,Cash,Express,No,40.0,Debit Card,Bi-Weekly,1
34,Male,Accessories,28.0,Southeast,S,Spring,4.3,No,Venmo,Free Shipping,No,24.0,Credit Card,Monthly,3
46,Male,Clothing,51.0,Northeast,L,Summer,3.3,No,Cash,Standard,No,14.0,Cash,Fortnightly,3
70,Male,Accessories,20.0,Northeast,XL,Spring,3.3,No,Bank Transfer,Standard,No,39.0,PayPal,Annually,2
42,Male,Footwear,72.0,Southeast,S,Winter,3.3,No,PayPal,Free Shipping,No,21.0,PayPal,Weekly,0
45,Male,Accessories,33.0,Northeast,M,Spring,3.0,No,Cash,Next Day Air,No,32.0,Venmo,Quarterly,2
57,Male,Outerwear,28.0,Midwest,S,Summer,2.8,No,Credit Card,Express,No,45.0,Debit Card,Weekly,2
49,Male,Clothing,53.0,Southeast,S,Spring,4.0,No,Credit Card,Express,No,19.0,PayPal,Monthly,3
23,Male,Clothing,48.0,West,L,Fall,4.3,No,Debit Card,Express,No,1.0,Debit Card,Every 3 Months,3
47,Male,Clothing,21.0,Midwest,M,Winter,3.8,No,Venmo,Store Pickup,No,12.0,Venmo,Fortnightly,3
23,Male,Clothing,22.0,Southeast,S,Fall,4.2,No,Cash,Free Shipping,No,26.0,Credit Card,Weekly,2
21,Male,Accessories,87.0,West,M,Fall,3.1,No,Debit Card,Next Day Air,No,12.0,Cash,Monthly,0
45,Male,Accessories,50.0,Northeast,S,Winter,2.6,No,Cash,Free Shipping,No,36.0,Cash,Every 3 Months,2
67,Male,Clothing,85.0,Northeast,L,Summer,3.4,No,Bank Transfer,Express,No,22.0,Credit Card,Annually,0
31,Male,Clothing,98.0,Midwest,L,Spring,3.1,No,Credit Card,Next Day Air,No,16.0,PayPal,Quarterly,0
58,Male,Clothing,34.0,Southwest,M,Winter,3.6,No,Debit Card,Express,No,31.0,Venmo,Annually,2
57,Male,Clothing,61.0,Southeast,M,Summer,2.6,No,Cash,2-Day Shipping,No,43.0,Cash,Quarterly,1
42,Male,Accessories,98.0,Midwest,L,Summer,4.2,No,Bank Transfer,Store Pickup,No,50.0,Venmo,Bi-Weekly,1
60,Male,Accessories,61.0,Southeast,M,Spring,2.9,No,PayPal,2-Day Shipping,No,37.0,Credit Card,Weekly,1
21,Male,Accessories,98.0,Midwest,L,Winter,4.2,No,Credit Card,Express,No,23.0,Cash,Weekly,0
69,Male,Clothing,21.0,Midwest,L,Fall,3.3,No,Cash,Next Day Air,No,10.0,Bank Transfer,Every 3 Months,3
41,Male,Clothing,51.0,Southeast,XL,Winter,3.6,No,Venmo,Next Day Air,No,20.0,Bank Transfer,Monthly,3
51,Male,Footwear,80.0,Midwest,XL,Spring,4.3,No,Credit Card,Express,No,18.0,Venmo,Every 3 Months,0
23,Male,Clothing,72.0,Midwest,XL,Winter,3.3,No,Debit Card,Standard,No,3.0,Bank Transfer,Weekly,0
57,Male,Accessories,63.0,Midwest,L,Winter,3.0,No,PayPal,Standard,No,23.0,PayPal,Weekly,0
40,Male,Clothing,27.0,Southeast,L,Winter,3.6,No,Credit Card,Store Pickup,No,27.0,Cash,Weekly,2
65,Male,Accessories,44.0,Southeast,L,Summer,3.1,No,Bank Transfer,Store Pickup,No,44.0,Bank Transfer,Fortnightly,2
61,Male,Outerwear,23.0,Northeast,M,Winter,2.9,No,Cash,Express,No,41.0,Venmo,Quarterly,2
34,Male,Clothing,93.0,West,L,Winter,3.9,No,Bank Transfer,2-Day Shipping,No,41.0,Bank Transfer,Annually,1
43,Male,Clothing,70.0,West,L,Fall,3.2,No,Credit Card,2-Day Shipping,No,36.0,Debit Card,Every 3 Months,1
31,Male,Accessories,85.0,Midwest,M,Fall,3.1,No,Credit Card,Express,No,38.0,Venmo,Every 3 Months,1
57,Male,Clothing,40.0,Midwest,M,Winter,3.2,No,PayPal,2-Day Shipping,No,34.0,Cash,Annually,2
34,Male,Footwear,29.000000000000004,Midwest,L,Winter,3.3,No,Debit Card,Store Pickup,No,14.0,Venmo,Quarterly,3
25,Male,Clothing,27.0,West,L,Fall,4.8,No,Venmo,Next Day Air,No,23.0,Credit Card,Fortnightly,3
66,Male,Clothing,93.0,Northeast,S,Fall,3.8,No,Debit Card,2-Day Shipping,No,18.0,Credit Card,Fortnightly,0
56,Male,Accessories,20.0,Southeast,XL,Spring,4.6,No,Cash,Next Day Air,No,45.0,Cash,Monthly,2
49,Male,Accessories,55.0,Northeast,S,Fall,2.8,No,PayPal,Free Shipping,No,14.0,Bank Transfer,Weekly,3
19,Male,Clothing,94.0,Midwest,L,Fall,3.6,No,Bank Transfer,Standard,No,48.0,Debit Card,Annually,1
27,Male,Accessories,56.0,Northeast,M,Winter,4.3,No,Debit Card,Free Shipping,No,17.0,Venmo,Bi-Weekly,3
68,Male,Clothing,58.0,Southwest,L,Spring,4.0,No,Venmo,Next Day Air,No,1.0,PayPal,Weekly,3
20,Male,Clothing,44.0,Midwest,XL,Spring,3.5,No,Credit Card,Standard,No,39.0,PayPal,Weekly,2
21,Male,Clothing,95.0,West,S,Fall,4.9,No,PayPal,2-Day Shipping,No,24.0,Cash,Weekly,0
36,Male,Footwear,42.0,West,M,Summer,3.1,No,Credit Card,Express,No,41.0,Bank Transfer,Fortnightly,2
37,Male,Accessories,93.0,Northeast,M,Winter,3.9,No,Venmo,Store Pickup,No,28.0,PayPal,Annually,1
61,Male,Clothing,56.0,Southeast,M,Summer,3.0,No,PayPal,Store Pickup,No,34.0,Venmo,Quarterly,2
68,Male,Clothing,88.0,West,M,Spring,4.1,No,Bank Transfer,2-Day Shipping,No,41.0,Venmo,Quarterly,1
60,Male,Clothing,54.0,West,S,Winter,4.3,No,Venmo,2-Day Shipping,No,27.0,Cash,Bi-Weekly,2
69,Male,Accessories,89.0,Midwest,L,Fall,3.8,No,PayPal,2-Day Shipping,No,46.0,Debit Card,Fortnightly,1
25,Male,Footwear,45.0,Midwest,M,Summer,3.9,No,Venmo,2-Day Shipping,No,2.0,PayPal,Every 3 Months,3
32,Male,Clothing,75.0,West,L,Winter,4.3,No,Credit Card,Free Shipping,No,45.0,Cash,Monthly,1
53,Male,Accessories,22.0,Midwest,M,Fall,4.3,No,Credit Card,Express,No,34.0,Bank Transfer,Weekly,2
46,Male,Clothing,82.0,Midwest,XL,Fall,4.7,No,Credit Card,Store Pickup,No,9.0,Credit Card,Annually,0
58,Male,Footwear,34.0,West,M,Summer,3.1,No,PayPal,2-Day Shipping,No,1.0,Bank Transfer,Annually,3
21,Male,Outerwear,92.0,Southeast,M,Summer,2.7,No,Cash,Free Shipping,No,17.0,PayPal,Annually,0
46,Male,Clothing,78.0,Northeast,M,Spring,3.7,No,Bank Transfer,Express,No,6.0,PayPal,Weekly,0
18,Male,Outerwear,47.0,Midwest,M,Spring,3.3,No,Bank Transfer,2-Day Shipping,No,12.0,Cash,Bi-Weekly,3
56,Male,Outerwear,64.0,West,L,Summer,3.4,No,Bank Transfer,Free Shipping,No,10.0,Venmo,Every 3 Months,0
18,Male,Footwear,44.0,Midwest,L,Winter,4.7,No,Cash,Free Shipping,No,4.0,Cash,Fortnightly,3
49,Male,Accessories,94.0,Southwest,M,Winter,4.9,No,Debit Card,Store Pickup,No,8.0,Debit Card,Bi-Weekly,0
29,Male,Accessories,62.0,Southeast,M,Winter,4.3,No,Bank Transfer,Free Shipping,No,41.0,Venmo,Weekly,1
67,Male,Accessories,81.0,Midwest,S,Summer,4.2,No,Cash,Next Day Air,No,49.0,Credit Card,Weekly,1
31,Male,Clothing,33.0,Midwest,M,Fall,3.7,No,PayPal,Express,No,49.0,Bank Transfer,Quarterly,2
52,Male,Clothing,88.0,West,M,Fall,2.7,No,Credit Card,Next Day Air,No,40.0,Bank Transfer,Fortnightly,1
42,Male,Accessories,49.0,Midwest,L,Winter,3.3,No,Cash,Free Shipping,No,30.0,Credit Card,Monthly,2
32,Male,Accessories,31.000000000000004,Southwest,L,Summer,4.8,No,Cash,Standard,No,4.0,Debit Card,Quarterly,3
47,Male,Accessories,29.000000000000004,Midwest,S,Fall,4.1,No,Bank Transfer,Next Day Air,No,22.0,Venmo,Monthly,3
45,Male,Outerwear,34.0,Southeast,M,Spring,4.6,No,Debit Card,2-Day Shipping,No,22.0,Venmo,Monthly,3
20,Male,Clothing,38.0,West,L,Fall,4.9,No,Bank Transfer,2-Day Shipping,No,10.0,Bank Transfer,Quarterly,3
66,Male,Clothing,41.0,Midwest,L,Summer,3.1,No,PayPal,Store Pickup,No,23.0,Cash,Bi-Weekly,3
52,Male,Clothing,34.0,West,L,Spring,3.0,No,PayPal,2-Day Shipping,No,43.0,Debit Card,Quarterly,2
50,Male,Accessories,26.0,Southeast,S,Summer,3.7,No,Credit Card,Store Pickup,No,31.0,PayPal,Bi-Weekly,2
62,Male,Clothing,98.0,West,S,Winter,4.0,No,Debit Card,Store Pickup,No,38.0,Cash,Annually,1
38,Male,Footwear,59.0,Midwest,M,Fall,3.0,No,Bank Transfer,Express,No,22.0,Debit Card,Every 3 Months,3
65,Male,Accessories,92.0,Midwest,S,Fall,3.8,No,Debit Card,Store Pickup,No,45.0,Cash,Every 3 Months,1
60,Male,Accessories,40.0,Midwest,L,Spring,3.7,No,Bank Transfer,Express,No,21.0,Debit Card,Fortnightly,3
68,Male,Clothing,20.0,Midwest,S,Fall,4.0,No,Debit Card,2-Day Shipping,No,9.0,Debit Card,Fortnightly,3
62,Male,Clothing,35.0,Southeast,S,Spring,3.1,No,Debit Card,Store Pickup,No,34.0,Venmo,Weekly,2
62,Male,Accessories,35.0,West,L,Spring,3.9,No,PayPal,2-Day Shipping,No,26.0,Venmo,Weekly,2
40,Male,Clothing,82.0,Midwest,L,Winter,3.7,No,Credit Card,Express,No,1.0,Cash,Weekly,0
32,Male,Clothing,48.0,West,M,Fall,3.9,No,Debit Card,Express,No,47.0,Venmo,Weekly,2
22,Male,Outerwear,58.0,Southeast,XL,Winter,2.7,No,Cash,Express,No,30.0,Credit Card,Weekly,2
33,Male,Clothing,57.0,Northeast,M,Spring,3.9,No,Credit Card,Express,No,48.0,Debit Card,Fortnightly,2
57,Male,Clothing,96.0,Northeast,L,Winter,2.6,No,Bank Transfer,Store Pickup,No,31.0,Venmo,Bi-Weekly,1
60,Male,Footwear,97.0,Northeast,S,Summer,3.5,No,PayPal,Free Shipping,No,33.0,Venmo,Fortnightly,1
30,Male,Clothing,42.0,Southwest,L,Winter,4.4,No,Debit Card,Next Day Air,No,39.0,Credit Card,Weekly,2
41,Male,Clothing,62.0,West,L,Spring,4.9,No,Venmo,Store Pickup,No,46.0,Debit Card,Weekly,1
58,Male,Accessories,67.0,Northeast,M,Fall,3.9,No,Credit Card,Standard,No,24.0,Venmo,Annually,0
34,Male,Footwear,46.0,Northeast,L,Summer,3.5,No,PayPal,Standard,No,37.0,Venmo,Fortnightly,2
67,Male,Outerwear,71.0,Southeast,M,Spring,4.3,No,Credit Card,Next Day Air,No,7.0,Debit Card,Monthly,0
58,Male,Accessories,99.0,West,S,Fall,3.4,No,Credit Card,Free Shipping,No,6.0,Debit Card,Fortnightly,0
41,Male,Clothing,28.0,Southeast,M,Fall,2.7,No,Credit Card,Standard,No,16.0,Cash,Bi-Weekly,3
42,Male,Accessories,77.0,Midwest,L,Summer,3.6,No,Bank Transfer,Standard,No,33.0,Bank Transfer,Annually,1
50,Male,Footwear,63.0,West,S,Summer,4.9,No,Venmo,Express,No,18.0,PayPal,Bi-Weekly,0
40,Male,Clothing,62.0,Midwest,M,Spring,3.5,No,Credit Card,Free Shipping,No,24.0,PayPal,Weekly,0
32,Male,Clothing,92.0,West,M,Summer,3.8,No,Debit Card,Free Shipping,No,24.0,Cash,Quarterly,0
51,Male,Footwear,72.0,West,L,Winter,4.5,No,Venmo,2-Day Shipping,No,48.0,Credit Card,Every 3 Months,1
26,Male,Accessories,79.0,Southeast,M,Summer,4.0,No,Venmo,Express,No,4.0,Cash,Weekly,0
32,Male,Clothing,27.0,Southeast,M,Summer,4.7,No,Credit Card,Free Shipping,No,20.0,Cash,Weekly,3
58,Male,Accessories,39.0,Southeast,M,Fall,3.8,No,Credit Card,Express,No,47.0,Debit Card,Every 3 Months,2
51,Male,Clothing,86.0,West,S,Spring,4.5,No,Cash,Next Day Air,No,50.0,Cash,Quarterly,1
19,Male,Clothing,94.0,West,XL,Fall,5.0,No,PayPal,Express,No,31.0,PayPal,Monthly,1
57,Male,Clothing,53.0,Northeast,M,Spring,2.8,No,Credit Card,Express,No,29.0,PayPal,Quarterly,2
66,Male,Clothing,85.0,Northeast,S,Summer,4.4,No,Cash,Standard,No,4.0,Cash,Annually,0
62,Male,Clothing,50.0,Southwest,L,Fall,4.7,No,Cash,Free Shipping,No,40.0,Bank Transfer,Bi-Weekly,2
58,Male,Clothing,47.0,Midwest,XL,Winter,3.8,No,Credit Card,Express,No,31.0,Cash,Monthly,2
23,Male,Footwear,75.0,Midwest,M,Winter,4.9,No,Bank Transfer,Next Day Air,No,41.0,Credit Card,Weekly,1
45,Male,Clothing,60.0,Midwest,M,Winter,4.2,No,PayPal,Express,No,44.0,Debit Card,Annually,1
20,Male,Clothing,36.0,Northeast,S,Spring,4.9,No,Cash,2-Day Shipping,No,31.0,Bank Transfer,Weekly,2
33,Male,Outerwear,80.0,Northeast,L,Spring,3.9,No,Debit Card,Express,No,45.0,Cash,Every 3 Months,1
30,Male,Accessories,96.0,West,M,Spring,4.9,No,Venmo,2-Day Shipping,No,50.0,Credit Card,Quarterly,1
50,Male,Accessories,80.0,Midwest,M,Winter,4.8,No,Credit Card,Express,No,7.0,Venmo,Annually,0
62,Male,Clothing,71.0,Northeast,M,Summer,3.3,No,Bank Transfer,Free Shipping,No,5.0,Bank Transfer,Every 3 Months,0
69,Male,Accessories,29.000000000000004,Southwest,M,Fall,4.6,No,Debit Card,Free Shipping,No,48.0,Cash,Monthly,2
34,Male,Accessories,53.0,Southwest,M,Spring,4.5,No,Bank Transfer,2-Day Shipping,No,19.0,PayPal,Fortnightly,3
49,Male,Clothing,35.0,Midwest,M,Summer,4.1,No,Venmo,2-Day Shipping,No,39.0,Venmo,Fortnightly,2
65,Male,Accessories,75.0,Southeast,M,Fall,3.2,No,Cash,2-Day Shipping,No,45.0,Credit Card,Quarterly,1
66,Male,Clothing,52.0,Southeast,M,Fall,4.2,No,Cash,2-Day Shipping,No,35.0,Credit Card,Monthly,2
41,Male,Accessories,77.0,West,M,Winter,4.8,No,PayPal,Free Shipping,No,8.0,Venmo,Monthly,0
37,Male,Accessories,24.0,Northeast,L,Fall,4.1,No,Credit Card,Next Day Air,No,11.0,Credit Card,Quarterly,3
32,Male,Clothing,78.0,Southeast,XL,Winter,3.7,No,Venmo,Store Pickup,No,32.0,Cash,Annually,1
42,Male,Footwear,98.0,West,M,Winter,2.6,No,Cash,Store Pickup,No,46.0,Bank Transfer,Every 3 Months,1
31,Male,Clothing,57.0,Northeast,L,Winter,3.0,No,Debit Card,Standard,No,7.0,PayPal,Every 3 Months,3
61,Male,Accessories,78.0,Southeast,M,Summer,4.4,No,Bank Transfer,Express,No,1.0,Debit Card,Annually,0
36,Male,Outerwear,76.0,Southeast,M,Fall,4.7,No,Bank Transfer,Next Day Air,No,32.0,Credit Card,Monthly,1
60,Male,Clothing,26.0,Midwest,M,Spring,2.7,No,Venmo,2-Day Shipping,No,31.0,Credit Card,Annually,2
51,Male,Footwear,78.0,Southeast,M,Winter,2.8,No,Debit Card,2-Day Shipping,No,39.0,Bank Transfer,Quarterly,1
68,Male,Accessories,53.0,Midwest,M,Summer,2.9,No,Debit Card,Standard,No,9.0,Venmo,Quarterly,3
46,Male,Footwear,100.0,West,XL,Summer,4.4,No,Debit Card,Free Shipping,No,49.0,Credit Card,Weekly,1
19,Male,Clothing,73.0,Northeast,XL,Winter,2.7,No,Credit Card,Express,No,34.0,Cash,Every 3 Months,1
30,Male,Clothing,40.0,West,M,Winter,4.5,No,Credit Card,Store Pickup,No,35.0,Bank Transfer,Monthly,2
51,Male,Accessories,76.0,West,S,Winter,2.8,No,Credit Card,Store Pickup,No,50.0,Debit Card,Weekly,1
28,Male,Clothing,80.0,Southeast,S,Fall,3.1,No,Venmo,Free Shipping,No,4.0,Bank Transfer,Fortnightly,0
41,Male,Clothing,80.0,Northeast,XL,Winter,3.8,No,Cash,Store Pickup,No,32.0,Cash,Weekly,1
29,Male,Clothing,67.0,Midwest,XL,Spring,2.9,No,Bank Transfer,Express,No,11.0,PayPal,Fortnightly,0
25,Male,Clothing,61.0,Southeast,M,Spring,3.8,No,Credit Card,Express,No,49.0,Credit Card,Annually,1
60,Male,Clothing,76.0,Northeast,XL,Spring,4.7,No,Bank Transfer,Standard,No,9.0,Cash,Annually,0
63,Male,Accessories,55.0,West,XL,Summer,3.2,No,Venmo,Free Shipping,No,30.0,PayPal,Bi-Weekly,2
51,Male,Clothing,85.0,West,L,Summer,4.0,No,Cash,Next Day Air,No,33.0,Cash,Monthly,1
22,Male,Accessories,69.0,Northeast,S,Spring,4.9,No,Venmo,2-Day Shipping,No,8.0,Debit Card,Annually,0
54,Male,Accessories,26.0,Northeast,L,Summer,3.7,No,Credit Card,Store Pickup,No,29.0,Debit Card,Fortnightly,2
18,Male,Clothing,64.0,Midwest,M,Summer,4.8,No,Credit Card,Next Day Air,No,4.0,Credit Card,Monthly,0
29,Male,Footwear,60.0,Midwest,S,Fall,3.6,No,Bank Transfer,Standard,No,19.0,Debit Card,Monthly,0
59,Male,Accessories,36.0,Northeast,M,Winter,4.6,No,Debit Card,Express,No,10.0,PayPal,Fortnightly,3
25,Male,Footwear,21.0,Northeast,L,Spring,4.3,No,Venmo,2-Day Shipping,No,39.0,Debit Card,Monthly,2
19,Male,Accessories,72.0,West,S,Fall,3.2,No,Bank Transfer,2-Day Shipping,No,21.0,Venmo,Quarterly,0
56,Male,Clothing,62.0,Midwest,S,Summer,3.8,No,Venmo,Store Pickup,No,12.0,Bank Transfer,Monthly,0
31,Male,Clothing,44.0,West,XL,Winter,4.2,No,Debit Card,Standard,No,9.0,Credit Card,Fortnightly,3
45,Male,Clothing,52.0,Southeast,M,Fall,3.4,No,Debit Card,2-Day Shipping,No,20.0,Venmo,Quarterly,3
23,Male,Accessories,58.0,Midwest,M,Spring,4.7,No,Bank Transfer,Next Day Air,No,44.0,Cash,Fortnightly,2
18,Male,Clothing,77.0,Southeast,S,Spring,3.9,No,PayPal,2-Day Shipping,No,16.0,Debit Card,Every 3 Months,0
43,Male,Clothing,99.0,West,L,Spring,4.3,No,Debit Card,Store Pickup,No,27.0,Debit Card,Fortnightly,1
56,Male,Clothing,96.0,Midwest,XL,Fall,2.7,No,Bank Transfer,Standard,No,14.0,Cash,Every 3 Months,0
43,Male,Clothing,64.0,West,M,Summer,4.6,No,Credit Card,Standard,No,24.0,Credit Card,Monthly,0
64,Male,Clothing,44.0,Midwest,XL,Fall,2.9,No,Credit Card,Express,No,49.0,Bank Transfer,Weekly,2
67,Male,Clothing,33.0,Midwest,L,Fall,3.6,No,Cash,Free Shipping,No,14.0,Cash,Weekly,3
63,Male,Footwear,71.0,Southeast,M,Winter,3.9,No,Debit Card,Next Day Air,No,6.0,Credit Card,Quarterly,0
54,Male,Clothing,36.0,Midwest,M,Fall,2.6,No,Credit Card,Standard,No,20.0,Venmo,Quarterly,3
69,Male,Accessories,62.0,Northeast,L,Fall,3.6,No,Cash,Express,No,3.0,Credit Card,Annually,0
34,Male,Clothing,29.000000000000004,Southwest,L,Summer,3.4,No,Credit Card,Store Pickup,No,5.0,Credit Card,Monthly,3
56,Male,Clothing,33.0,Southeast,L,Spring,3.5,No,Debit Card,Express,No,46.0,Cash,Bi-Weekly,2
34,Male,Clothing,33.0,Northeast,L,Fall,3.1,No,PayPal,2-Day Shipping,No,8.0,Debit Card,Monthly,3
58,Male,Clothing,41.0,Northeast,M,Winter,4.3,No,Bank Transfer,Standard,No,13.0,Cash,Bi-Weekly,3
44,Male,Accessories,54.0,Southeast,L,Winter,5.0,No,Debit Card,Store Pickup,No,25.0,Bank Transfer,Quarterly,3
25,Male,Accessories,58.0,Southeast,M,Spring,4.9,No,PayPal,Store Pickup,No,39.0,Debit Card,Fortnightly,2
27,Male,Clothing,30.0,West,S,Summer,4.3,No,Bank Transfer,Next Day Air,No,15.0,Bank Transfer,Bi-Weekly,3
26,Male,Accessories,53.0,West,S,Winter,4.4,No,Credit Card,Standard,No,35.0,Cash,Monthly,2
18,Male,Accessories,91.0,Southwest,L,Spring,4.4,No,Cash,Next Day Air,No,46.0,Cash,Bi-Weekly,1
64,Male,Clothing,44.0,Midwest,XL,Fall,3.5,No,Cash,Express,No,3.0,PayPal,Monthly,3
62,Male,Clothing,89.0,Midwest,XL,Winter,3.4,No,Bank Transfer,Free Shipping,No,48.0,Credit Card,Weekly,1
59,Male,Clothing,57.0,Southeast,L,Spring,2.5,No,Debit Card,Next Day Air,No,27.0,Bank Transfer,Weekly,2
36,Male,Accessories,57.0,West,M,Spring,3.4,No,Debit Card,Store Pickup,No,5.0,Credit Card,Weekly,3
69,Male,Accessories,74.0,Northeast,M,Summer,2.6,No,Venmo,Next Day Air,No,48.0,Debit Card,Quarterly,1
39,Male,Outerwear,30.0,West,M,Fall,4.6,No,Bank Transfer,2-Day Shipping,No,12.0,Venmo,Weekly,3
28,Male,Clothing,20.0,Southeast,L,Summer,3.7,No,Venmo,Express,No,10.0,PayPal,Fortnightly,3
42,Male,Clothing,90.0,West,M,Fall,2.5,No,Credit Card,Free Shipping,No,48.0,Debit Card,Bi-Weekly,1
31,Male,Clothing,61.0,West,L,Fall,4.5,No,Debit Card,Express,No,3.0,Debit Card,Monthly,0
57,Male,Footwear,51.0,West,M,Fall,2.9,No,Cash,Standard,No,19.0,Venmo,Monthly,3
53,Male,Accessories,97.0,West,L,Winter,2.9,No,Venmo,Free Shipping,No,11.0,Debit Card,Fortnightly,0
59,Male,Clothing,97.0,Southwest,L,Fall,3.5,No,PayPal,Next Day Air,No,25.0,Venmo,Monthly,0
32,Male,Clothing,40.0,Northeast,L,Winter,4.2,No,Venmo,Store Pickup,No,42.0,PayPal,Weekly,2
65,Male,Accessories,85.0,Midwest,S,Summer,3.3,No,Debit Card,Free Shipping,No,34.0,Cash,Quarterly,1
56,Male,Clothing,76.0,West,S,Winter,3.9,No,Venmo,Store Pickup,No,50.0,Cash,Quarterly,1
31,Male,Footwear,22.0,West,S,Spring,5.0,No,Bank Transfer,Store Pickup,No,21.0,Venmo,Monthly,3
59,Male,Clothing,63.0,Southeast,M,Summer,3.3,No,Bank Transfer,Standard,No,37.0,Bank Transfer,Weekly,1
22,Male,Clothing,71.0,West,S,Spring,4.2,No,PayPal,Free Shipping,No,46.0,Cash,Monthly,1
47,Male,Footwear,35.0,West,M,Summer,4.9,No,Debit Card,2-Day Shipping,No,14.0,Bank Transfer,Fortnightly,3
23,Male,Accessories,30.0,Northeast,M,Spring,4.6,No,Bank Transfer,2-Day Shipping,No,24.0,PayPal,Fortnightly,3
69,Male,Clothing,74.0,West,L,Fall,4.8,No,Cash,Store Pickup,No,36.0,Credit Card,Every 3 Months,1
18,Male,Accessories,71.0,Southeast,XL,Winter,2.7,No,Credit Card,Next Day Air,No,19.0,Debit Card,Bi-Weekly,0
50,Male,Clothing,84.0,Southeast,S,Spring,4.3,No,PayPal,Store Pickup,No,12.0,Credit Card,Monthly,0
29,Male,Footwear,38.0,Northeast,S,Fall,3.8,No,Venmo,Express,No,13.0,Debit Card,Quarterly,3
65,Male,Accessories,81.0,West,M,Spring,4.9,No,Credit Card,Express,No,32.0,Debit Card,Bi-Weekly,1
29,Male,Clothing,56.0,West,S,Winter,3.4,No,Cash,2-Day Shipping,No,5.0,Credit Card,Bi-Weekly,3
49,Male,Clothing,48.0,Southeast,M,Winter,3.6,No,Venmo,Express,No,29.0,Cash,Annually,2
28,Male,Clothing,97.0,West,L,Fall,3.4,No,Venmo,Standard,No,40.0,Credit Card,Fortnightly,1
51,Male,Accessories,74.0,Southeast,M,Fall,4.7,No,PayPal,2-Day Shipping,No,44.0,Cash,Weekly,1
26,Male,Clothing,50.0,Northeast,S,Winter,3.0,No,PayPal,Next Day Air,No,3.0,Debit Card,Bi-Weekly,3
38,Male,Clothing,71.0,West,L,Winter,3.4,No,Venmo,Free Shipping,No,35.0,PayPal,Bi-Weekly,1
35,Male,Clothing,33.0,West,S,Summer,4.6,No,PayPal,Standard,No,33.0,Debit Card,Monthly,2
34,Male,Accessories,56.0,Southeast,M,Summer,3.1,No,Credit Card,Express,No,20.0,PayPal,Bi-Weekly,3
51,Male,Clothing,84.0,Northeast,M,Spring,2.8,No,Bank Transfer,Standard,No,40.0,Cash,Every 3 Months,1
47,Male,Clothing,36.0,Midwest,M,Fall,3.5,No,Cash,Store Pickup,No,13.0,Venmo,Annually,3
18,Male,Accessories,63.0,Southeast,S,Summer,4.6,No,PayPal,Standard,No,9.0,PayPal,Monthly,0
64,Male,Footwear,36.0,Midwest,XL,Summer,4.3,No,PayPal,Standard,No,7.0,Cash,Annually,3
30,Male,Outerwear,63.0,Midwest,M,Fall,4.8,No,Venmo,Free Shipping,No,42.0,PayPal,Quarterly,1
59,Male,Footwear,32.0,West,L,Winter,2.9,No,Venmo,Express,No,44.0,Credit Card,Fortnightly,2
66,Male,Accessories,93.0,West,M,Spring,3.0,No,Venmo,Express,No,6.0,PayPal,Annually,0
40,Male,Clothing,29.000000000000004,Southeast,M,Summer,2.9,No,Debit Card,Standard,No,8.0,Cash,Every 3 Months,3
25,Male,Accessories,92.0,Southeast,S,Summer,3.7,No,PayPal,Standard,No,10.0,PayPal,Weekly,0
59,Male,Clothing,33.0,West,L,Fall,4.7,No,Debit Card,Standard,No,46.0,Venmo,Quarterly,2
66,Male,Clothing,52.0,Southeast,L,Spring,3.5,No,Bank Transfer,Store Pickup,No,26.0,Cash,Weekly,2
54,Male,Accessories,42.0,Midwest,S,Spring,2.7,No,PayPal,Store Pickup,No,6.0,Debit Card,Every 3 Months,3
42,Male,Clothing,36.0,Southeast,M,Spring,5.0,No,Cash,Free Shipping,No,47.0,Credit Card,Every 3 Months,2
48,Male,Footwear,67.0,West,L,Summer,4.1,No,Cash,Next Day Air,No,28.0,Venmo,Annually,1
34,Male,Outerwear,43.0,Midwest,L,Winter,2.7,No,Debit Card,Free Shipping,No,23.0,Bank Transfer,Annually,3
19,Male,Clothing,68.0,Southeast,XL,Spring,4.8,No,Debit Card,Free Shipping,No,45.0,Cash,Fortnightly,1
70,Male,Accessories,60.0,Midwest,S,Summer,4.3,No,PayPal,2-Day Shipping,No,44.0,PayPal,Every 3 Months,1
43,Male,Clothing,53.0,Southeast,M,Summer,4.5,No,Venmo,2-Day Shipping,No,11.0,Bank Transfer,Monthly,3
46,Male,Clothing,23.0,Southeast,L,Spring,3.8,No,Bank Transfer,Standard,No,39.0,Debit Card,Bi-Weekly,2
